cbsa_code,cbsa_title,year,n_indicators,score,bucket_Demand,bucket_Supply,bucket_Affordability,bucket_Momentum,bucket_Resilience,rank
26420,"Houston-Pasadena-The Woodlands, TX",2024,8,-0.4870336614399598,-0.11038903511146422,-0.32634114413163334,0.027175255281696953,-0.07381019926723857,-0.00366853821132063,100
39340,"Provo-Orem-Lehi, UT",2024,8,-0.4886938328860602,0.11341792967878261,-0.5382900547785305,-0.011219995137887878,-0.0691436355610555,0.016541922912631072,101
19100,"Dallas-Fort Worth-Arlington, TX",2024,8,-0.5211075549326667,-0.0955754052320947,-0.34633416962431607,0.07374635301430427,-0.1783903989402526,0.025446065849692487,102
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2024,8,-0.5625684391591681,-0.5439535984302425,0.20204156598922093,-0.17380857401269584,-0.07370655656455864,0.026858723859107803,103
35300,"New Haven, CT",2024,7,-0.5779494008701838,-0.9404530085619456,0.26891792520325347,-0.14039260897475797,0.21163053415187638,0.022347757311389986,104
12420,"Austin-Round Rock-San Marcos, TX",2024,8,-0.5807779503621726,0.13753328191233335,-0.5653814711958745,0.17117332504965754,-0.3479882054746508,0.023885119346361755,105
29460,"Lakeland-Winter Haven, FL",2024,8,-0.5909285616864254,0.46495226354718955,-0.5593447280327623,-0.4219438682847605,-0.10003832248758188,0.025446093571489598,106
36740,"Orlando-Kissimmee-Sanford, FL",2024,8,-0.6357954511536056,-0.04778362596330979,-0.2774298400963879,-0.21002932934233046,-0.12696706641906927,0.026414410667491797,107
35380,"New Orleans-Metairie, LA",2024,8,-0.6738215026140575,-0.8598329973928119,0.2895841517020514,-0.07936089680275735,-0.028320056715904113,0.00410829659536456,108
32580,"McAllen-Edinburg-Mission, TX",2024,8,-0.927039199278577,-0.24080523412636148,-0.3621046957182379,-0.24423901239643503,-0.0829012485210663,0.0030109914835237304,109
15980,"Cape Coral-Fort Myers, FL",2024,8,-0.974659135201968,0.13685833617964416,-0.7175126180126116,-0.12917056660087775,-0.2864465371486912,0.02161225038056852,110
